"","can_name_clean","yr","cst","cst_n","sub","pty_n","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"1679","MIRAFLORES FLORENCIO T",2010,6,"AKLAN","REGION VI","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"https://www.facebook.com/Florencio-Joeben-Tumbocon-Miraflores-432444724254519",0,0
"1680","MIRANDA ANTHONY CASTILLO",2013,128,"ISABELA 4","II","PWERSA NG MASANG PILIPINO",0,NA,NA,"NA",0,0
"1681","MIRANDA JOEL",2019,202,"QUEZON CITY 5","NCR - SECOND DISTRICT","LAKAS-CMD",0,NA,NA,NA,0,0
"1682","MIRANDA REY",2019,202,"QUEZON CITY 5","NCR - SECOND DISTRICT","IND",0,NA,NA,NA,0,0
"1683","MIRASOL ALEJANDRO YULO",2013,165,"NEGROS OCCIDENTAL 5","VI","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"https://www.facebook.com/MayorBebotM",1,0
"1684","MIRASOL BEBOT",2016,165,"NEGROS OCCIDENTAL 5","REGION VI","LP",1,NA,NA,"https://www.facebook.com/MayorBebotM",0,0
"1685","MISO GARRET IAN BAULOS",2013,210,"SAN JOSE DEL MONTE CITY","III","IND",0,NA,NA,NA,0,0
"1686","MISUARI TARHATA IBRAHIM",2013,221,"SULU 1","ARMM","IND",0,NA,NA,NA,0,0
"1687","MITRA ELMER",2019,193,"PASAY","NCR - FOURTH DISTRICT","IND",0,NA,NA,NA,0,0
"1688","MITRA RAMON BLANCO",2013,181,"PALAWAN 2","IV-B","PARTIDO NACIONALISTA",0,NA,"19632061","NA; NA; NA; https://www.facebook.com/ramonbmitra",0,1
"1689","MOHAMAD GUIAMALODIN BRAHIM",2013,148,"MAGUINDANAO 1","ARMM","PDP",0,NA,NA,NA,0,0
"1690","MOISES KEVIN",2019,14,"BACOLOD","REGION IV-A","IND",0,NA,NA,"NA",0,0
"1691","MOLINA MAILED G",2010,1,"ABRA","CORDILLERA ADM. REGION","PWERSA NG MASANG PILIPINO",0,NA,NA,"NA",0,0
"1692","MONDEJAR JUNE",2016,120,"ILOILO 2","REGION VI","UNA",0,NA,NA,"NA; NA; NA; https://www.facebook.com/Office-of-Board-Member-June-S-Mondejar-702058846880986",1,0
"1693","MONDIGUING TIMMY",2019,113,"IFUGAO","CORDILLERA ADM. REGION","PDP-LABAN",0,NA,NA,"https://www.facebook.com/Tropangtimmy",1,0
"1694","MONFORT MITCH",2016,122,"ILOILO 4","REGION VI","IND",0,NA,"270638300","NA",0,1
"1695","MONTAÑO PEDRO C",2010,91,"CITY OF PARAÑAQUE 1","NATIONAL CAPITAL REGION","PWERSA NG MASANG PILIPINO",0,"should be in district 2",NA,NA,0,0
"1696","MONTAÑO PETE",2016,92,"CITY OF PARAÑAQUE 2","NCR¬†-¬†FOURTH¬†DISTRICT","IND",0,NA,NA,NA,0,0
"1697","MONTECILLO ADONIS B",2010,71,"CEBU 5","REGION VII","INDEPENDENT",0,NA,NA,NA,0,0
"1698","MONTERO RODRIGO PAGUD",2013,13,"AURORA","III","PARTIDO NACIONALISTA",0,NA,NA,"NA",0,0
"1699","MONTES JOHN C M",2010,80,"CITY OF MAKATI 2","NATIONAL CAPITAL REGION","BIGKIS PINOY MOVEMENT",0,NA,NA,NA,0,0
"1700","MONTESA CAMILO JR F",2010,207,"ROMBLON","REGION IV-B","KILUSANG BAGONG LIPUNAN",0,NA,NA,NA,0,0
"1701","MONTINOLA ROGELIO FILIU",2013,210,"SAN JOSE DEL MONTE CITY","III","IND",0,NA,NA,"NA; NA; NA; NA",0,0
"1702","MORALES CHRISTOPHER A",2010,181,"PALAWAN 2","REGION IV-B","INDEPENDENT",0,NA,NA,NA,0,0
"1703","MORALES CHRISTOPHER ALABATA",2013,181,"PALAWAN 2","IV-B","IND",0,NA,NA,NA,0,0
"1704","MORALES JUANITO",2019,106,"DAVAO DEL SUR","REGION XI","HNP",0,NA,NA,"NA; NA",0,0
"1705","MORALES RAMON",2016,84,"CITY OF MANILA 3","NATIONAL¬†CAPITAL¬†REGION","LP",0,NA,NA,"NA; NA",0,0
"1706","MORALES RAMON DIAMA",2013,84,"CITY OF MANILA 3","NCR - FIRST DISTRICT","LABAN PARA SA KAPAYAPAAN, KATARUNGAN AT KAUNLARAN",0,NA,NA,"NA; NA",0,0
"1707","MORANTE MAYLENE",2016,179,"ORIENTAL MINDORO 2","REGION IV-B","IND",0,NA,NA,NA,0,0
"1708","MORENO GENARO JOSE E JR S",2010,157,"MISAMIS ORIENTAL 1","REGION X","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,NA,0,0
"1709","MORENO REY",2016,157,"MISAMIS ORIENTAL 1","REGION X","PADAYN",0,NA,NA,"NA; NA; NA",0,0
"1710","MORILLO MALOU",2019,178,"ORIENTAL MINDORO 1","REGION IV-B","PFP",0,NA,"1366172438132785152","https://www.facebook.com/TitaMalouFloresMorillo; NA",1,0
"1711","MUARIP MUCTAR C",2010,16,"BASILAN","AUTONOMOUS REGION IN MUSLIM MINDANAO","INDEPENDENT",0,NA,NA,"NA",0,0
"1712","MUHLACH ARIEL AQUINO",2013,53,"CAMARINES SUR 4","V","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA",0,0
"1713","MUNAR RENAN CIPRIANO",2013,26,"BENGUET","CAR","IND",0,NA,NA,NA,0,0
"1714","MURILLO ANECITO P",2010,225,"SURIGAO DEL SUR 1","REGION XIII (CARAGA)","INDEPENDENT",0,NA,NA,NA,0,0
"1715","MURILLO GREG",2019,225,"SURIGAO DEL SUR 1","REGION XIII","PDP-LABAN",0,NA,NA,"NA; NA; NA; https://www.facebook.com/Congressman-Gregorio-Murillo-Jr-494871074052128; https://www.facebook.com/Dr-Gregorio-T-Murillo-Jr-105059579526561",0,0
"1716","MURILLO GREG",2019,225,"SURIGAO DEL SUR 1","REGION XIII","IND",0,NA,NA,NA,0,0
"1717","MURILLO GREGORIO JR",2016,225,"SURIGAO DEL SUR 1","REGION XIII","PDP-LABAN",0,NA,NA,"NA; NA; NA; https://www.facebook.com/Congressman-Gregorio-Murillo-Jr-494871074052128; https://www.facebook.com/Dr-Gregorio-T-Murillo-Jr-105059579526561",0,0
"1718","MURILLO GREGORIO JR T",2010,225,"SURIGAO DEL SUR 1","REGION XIII (CARAGA)","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA; NA; NA; https://www.facebook.com/Congressman-Gregorio-Murillo-Jr-494871074052128; https://www.facebook.com/Dr-Gregorio-T-Murillo-Jr-105059579526561",0,0
"1719","MURILLO VICTOR TAN",2013,225,"SURIGAO DEL SUR 1","CARAGA","IND",0,NA,NA,NA,0,0
"1720","MUTIA SONAYA",2019,139,"LANAO DEL NORTE 2","REGION X","IND",0,NA,NA,"NA",0,0
"1721","NACAYA IAN MARK QUIBLAT",2013,44,"CAGAYAN DE ORO CITY 2","X","UNA",0,NA,"1096917440","https://www.facebook.com/IanNacaya; https://www.facebook.com/ianmark.quiblat.nacaya",1,0
"1722","NAGA DEMPHNA D",2010,154,"MASBATE 3","REGION V","INDEPENDENT",0,NA,NA,"NA",0,0
"1723","NAGAC RICARTE AMPARO",2013,43,"CAGAYAN DE ORO CITY 1","X","IND",0,NA,NA,"NA",0,0
"1724","NAGAYO JENELL CABANAG",2013,102,"DAVAO CITY 2","XI","IND",0,NA,NA,NA,0,0
"1725","NAGAÑO FROILAN AMIS",2013,175,"NUEVA ECIJA 4","III","LAPIANG BAGONG LAKAS NG NUEVA ECIJA",0,NA,NA,NA,0,0
"1726","NALIPONGUIT ALRHOY V",2010,44,"CAGAYAN DE ORO CITY (CAPITAL) 2","REGION X","INDEPENDENT",0,NA,NA,NA,0,0
"1727","NALUPTA MARIANO JR R",2010,116,"ILOCOS NORTE 2","REGION I","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,"NA",0,0
"1728","NAPAO NAPAOSKI",2016,49,"CAMARINES NORTE 2","REGION V","IND",0,NA,NA,NA,0,0
"1729","NAPOLES FR YONYON",2016,50,"CAMARINES SUR 1","REGION V","LP",0,NA,"96860204","NA",0,1
"1730","NARAG ALEX",2016,19,"BATANES","REGION II","IND",0,NA,NA,"NA",0,0
"1731","NARAG ALEXIUS C",2010,19,"BATANES","REGION II","INDEPENDENT",0,NA,NA,"NA",0,0
"1732","NARIDO FLORENCIO JR A",2010,55,"CAMIGUIN","REGION X","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"1733","NASARON TAIB",2016,235,"ZAMBOANGA CITY 1","REGION IX","PDP-LABAN",0,NA,NA,"NA; https://www.facebook.com/Engr-Taib-Harun-Nasaron-980941081982470",0,0
"1734","NASARON TAIB",2019,235,"ZAMBOANGA CITY 1","REGION IX","PDDS",0,NA,NA,"NA; https://www.facebook.com/Engr-Taib-Harun-Nasaron-980941081982470",0,0
"1735","NATIVIDAD MARICEL",2019,175,"NUEVA ECIJA 4","REGION III","PRP",1,NA,NA,"NA; https://www.facebook.com/MaalagaCongDoktora",1,0
"1736","NAVA JOAQUIN CARLOS RAHMAN A",2010,112,"GUIMARAS","REGION VI","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,NA,0,0
"1737","NAVA JOAQUIN CARLOS RAHMAN ARAÑO",2013,112,"GUIMARAS","VI","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,NA,0,0
"1738","NAVA LUCILLE",2016,112,"GUIMARAS","REGION VI","LP",1,NA,NA,NA,0,0
"1739","NAVA LUCILLE",2019,112,"GUIMARAS","REGION VI","PDP-LABAN",1,NA,NA,NA,0,0
"1740","NAVAL BOY",2016,205,"RIZAL 1","REGION IV-A","IND",0,NA,NA,NA,0,0
"1741","NAVAL WILFRIDO C",2010,205,"RIZAL 1","REGION IV-A","INDEPENDENT",0,NA,NA,NA,0,0
"1742","NAVARRO BEVERLY",2016,35,"BUKIDNON 4","REGION X","IND",0,NA,NA,NA,0,0
"1743","NAVARRO CONSTANTINO III L",2010,223,"SURIGAO DEL NORTE 1","REGION XIII (CARAGA)","PARTIDO NACIONALISTA",0,NA,"121052781","NA",0,1
"1744","NAVARRO CONSTANTINO III L",2016,223,"SURIGAO DEL NORTE 1","REGION XIII","NP",0,NA,"121052781","NA",0,1
"1745","NAVARRO DONATO SOTERO ACEVEDO",2013,74,"CEBU CITY 1","VII","IND",0,NA,NA,NA,0,0
"1746","NEPOMUCENO FRANCIS LUMANLAN",2013,183,"PAMPANGA 1","III","NATIONALIST PEOPLE'S COALITION",0,NA,NA,"NA; https://www.facebook.com/Francis-Blueboy-Nepomuceno-131590653676164",0,0
"1747","NIETO YUL SERVO",2016,84,"CITY OF MANILA 3","NATIONAL¬†CAPITAL¬†REGION","AM",1,NA,NA,"NA; https://www.facebook.com/nietoyulservo; NA",1,0
"1748","NIETO YUL SERVO",2019,84,"CITY OF MANILA 3","NATIONAL CAPITAL REGION","PDP-LABAN",1,NA,NA,"NA; https://www.facebook.com/nietoyulservo; NA",1,0
"1749","NIEVA ERICK IAN",2016,82,"CITY OF MANILA 1","NATIONAL¬†CAPITAL¬†REGION","IND",0,NA,NA,"NA; https://www.facebook.com/Konianbanzainieva",0,0
"1750","NIEVA ERNESTO A",2010,82,"CITY OF MANILA 1","NATIONAL CAPITAL REGION","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,"https://www.facebook.com/Ernesto-Banzai-A-Nieva-400680360067",0,0
"1751","NKEMAKOLAM JOBE SHERWIN",2016,85,"CITY OF MANILA 4","NATIONAL¬†CAPITAL¬†REGION","IND",0,NA,"400841443","NA; NA",0,1
"1752","NOGRALES FIDEL",2019,206,"RIZAL 2","REGION IV-A","PDP-LABAN",1,NA,"1148581804825174016","NA; NA; https://www.facebook.com/CongFidelNograles; https://www.facebook.com/Atty-Fidel-Nograles-Bago-at-May-Malasakit-sa-Tao-601880170277344",1,0
"1753","NOGRALES KARLO ALEXEI B",2010,101,"DAVAO CITY 1","REGION XI","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,"Cabinet Secretary (2018 - present)","765807413031268352; NA; 285413934","https://www.facebook.com/karlo.nograles; NA; https://www.facebook.com/knograles",1,1
"1754","NOGRALES KARLO ALEXEI B",2013,101,"DAVAO CITY 1","XI","NUP",1,"Cabinet Secretary (2018 - present)","765807413031268352; NA; 285413934","https://www.facebook.com/karlo.nograles; NA; https://www.facebook.com/knograles",1,1
"1755","NOGRALES KARLO ALEXEI B",2016,101,"DAVAO CITY 1","REGION XI","NUP",1,"Cabinet Secretary (2018 - present)","765807413031268352; NA; 285413934","https://www.facebook.com/karlo.nograles; NA; https://www.facebook.com/knograles",1,1
"1756","NOLASCO RAMON",2016,40,"CAGAYAN 1","REGION II","LP",1,NA,NA,NA,0,0
"1757","NOLASCO RAMON JR",2019,40,"CAGAYAN 1","REGION II","PDP-LABAN",1,NA,NA,"https://www.facebook.com/Ramon-Nolasco-Jr-2256723004407026",0,0
"1758","NOVERO RENECITO S",2010,14,"BACOLOD CITY (CAPITAL)","REGION VI","INDEPENDENT",0,NA,NA,"NA; NA",1,0
"1759","NUEVA NORMA C",2010,199,"QUEZON CITY 2","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,NA,0,0
"1760","NUEVO DANIEL",2019,235,"ZAMBOANGA CITY 1","REGION IX","IND",0,NA,NA,NA,0,0
"1761","NUÑEZ DOC MIKE",2016,67,"CEBU 1","REGION VII","PDP-LABAN",0,NA,NA,NA,0,0
"1762","NUÑO LILIA",2019,236,"ZAMBOANGA CITY 2","REGION IX","NP",0,NA,NA,"NA; https://www.facebook.com/Lilia-and-Lilibeth-Macrohon-Nuño-978347705618984",0,0
"1763","NUÑO LILIA MACROHON",2013,236,"ZAMBOANGA CITY 2","IX","IND",1,NA,NA,"NA; https://www.facebook.com/Lilia-and-Lilibeth-Macrohon-Nuño-978347705618984",0,0
"1764","OAMINAL HENRY",2016,156,"MISAMIS OCCIDENTAL 2","REGION X","NP",1,NA,NA,"https://www.facebook.com/theworkingcongressman",0,0
"1765","OAMINAL HENRY",2019,156,"MISAMIS OCCIDENTAL 2","REGION X","NP",1,NA,NA,"https://www.facebook.com/theworkingcongressman",0,0
"1766","OAMINAL HENRY SEVILLA",2013,156,"MISAMIS OCCIDENTAL 2","X","PARTIDO NACIONALISTA",1,NA,NA,"https://www.facebook.com/theworkingcongressman",1,0
"1767","OCAMPO ROSENDA ANN M",2010,87,"CITY OF MANILA 6","NATIONAL CAPITAL REGION","LP / KKK",1,NA,"1266036709","NA; https://www.facebook.com/Cong-Sandy-Ocampo-226294067435482; https://www.facebook.com/Cong.SandyOcampo; NA",1,1
"1768","OCAMPO ROSENDA ANN M",2013,87,"CITY OF MANILA 6","NCR - FIRST DISTRICT","PARTIDO LIBERAL NG PILIPINAS",1,NA,"1266036709","NA; https://www.facebook.com/Cong-Sandy-Ocampo-226294067435482; https://www.facebook.com/Cong.SandyOcampo; NA",1,1
"1769","OCAMPO ROSENDA ANN M",2016,87,"CITY OF MANILA 6","NATIONAL¬†CAPITAL¬†REGION","LP",1,NA,"1266036709","NA; https://www.facebook.com/Cong-Sandy-Ocampo-226294067435482; https://www.facebook.com/Cong.SandyOcampo; NA",1,1
"1770","OCAMPO YVETTE",2019,87,"CITY OF MANILA 6","NATIONAL CAPITAL REGION","BAGUMBAYAN-VNP",0,NA,"1072758963022647296","NA; NA; https://www.facebook.com/yvetteocampo25",0,0
"1771","OCAMPOS LORETO LEO S",2010,156,"MISAMIS OCCIDENTAL 2","REGION X","PARTIDO LIBERAL NG PILIPINAS",1,NA,"1099120377182052480","NA; NA; https://www.facebook.com/govleoocampos",1,1
"1772","OCAMPOS LORETO LEO S",2013,156,"MISAMIS OCCIDENTAL 2","X","PARTIDO LIBERAL NG PILIPINAS",0,NA,"1099120377182052480","NA; NA; https://www.facebook.com/govleoocampos",1,1
"1773","OCDEN ALLEN",2019,159,"MOUNTAIN PROVINCE","CORDILLERA ADM. REGION","PFP",0,NA,NA,"NA",0,0
"1774","OCO WINIFREDO BALCE",2013,48,"CAMARINES NORTE 1","V","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA; NA",0,0
"1775","ODSEY FRANKLIN C",2010,159,"MOUNTAIN PROVINCE","CORDILLERA ADM. REGION","AKSYON DEMOKRATIKO",0,NA,NA,"NA; https://www.facebook.com/Franklin-Chaokas-Odsey-2170184789886188",1,0
"1776","OJEDA TAN MYRNA",2016,209,"SAMAR (WESTERN SAMAR) 2","REGION VIII","LP",0,NA,NA,"NA",0,0
"1777","OLANOLAN ROBERT E",2010,101,"DAVAO CITY 1","REGION XI","INDEPENDENT",0,NA,NA,"NA",0,0
"1778","OLAYBAL OLIVER",2016,10,"ALBAY 3","REGION V","IND",0,NA,"1064594327983157120","NA",0,1
"1779","OLAÑO ARREL",2016,99,"DAVAO DEL NORTE 1","REGION XI","NPC",0,NA,NA,"NA",0,0
"1780","OLIVAREZ EDWIN D",2010,92,"CITY OF PARAÑAQUE 2","NATIONAL CAPITAL REGION","PARTIDO LIBERAL NG PILIPINAS",1,"should be in district 1","1567539691; 445735537","https://www.facebook.com/mayoredwinolivarezofficial",1,1
"1781","OLIVAREZ ERIC DE LEON",2013,91,"CITY OF PARAÑAQUE 1","NCR - FOURTH DISTRICT","PARTIDO LIBERAL NG PILIPINAS",1,NA,"1634251850","NA; NA; NA; NA",0,1
"1782","OLIVAREZ ERIC DE LEON",2016,91,"CITY OF PARAÑAQUE 1","NCR¬†-¬†FOURTH¬†DISTRICT","LP",1,NA,"1634251850","NA; NA; NA; NA",0,1
"1783","OLIVAREZ ERIC DE LEON",2019,91,"CITY OF PARAÑAQUE 1","NCR - FOURTH DISTRICT","PDP-LABAN",1,NA,"1634251850","NA; NA; NA; NA",0,1
"1784","OMANDAM FRANKLIN EVASCO",2013,155,"MISAMIS OCCIDENTAL 1","X","IND",0,NA,NA,"NA",0,0
"1785","OMAR ACMAD DEREPOSON",2013,139,"LANAO DEL NORTE 2","X","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"1786","OMAR OSOP",2016,139,"LANAO DEL NORTE 2","REGION X","UNA",0,NA,NA,"NA",0,0
"1787","ONAHON DANIEL J",2010,32,"BUKIDNON 1","REGION X","PWERSA NG MASANG PILIPINO",0,NA,NA,NA,0,0
"1788","ONG EDUARDO JR",2016,215,"SORSOGON 2","REGION V","PDP-LABAN",0,NA,NA,NA,0,0
"1789","ONG EMIL L",2010,171,"NORTHERN SAMAR 2","REGION VIII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA",0,0
"1790","ONG EMIL LAO",2013,171,"NORTHERN SAMAR 2","VIII","NUP",1,NA,NA,"NA",0,0
"1791","ONG HENRY",2016,144,"LEYTE 2","REGION VIII","NPC",1,NA,NA,"NA; NA; https://www.facebook.com/CongHenryOngLeyte",1,0
"1792","ONG HENRY",2019,144,"LEYTE 2","REGION VIII","PDP-LABAN",0,NA,NA,"NA; NA; https://www.facebook.com/CongHenryOngLeyte",1,0
"1793","ONG IKO",2019,181,"PALAWAN 2","REGION IV-B","IND",0,NA,NA,"NA",0,0
"1794","ONG JUN",2019,171,"NORTHERN SAMAR 2","REGION VIII","PDP-LABAN",1,NA,NA,"NA",0,0
"1795","ONG LEA",2016,75,"CEBU CITY 2","REGION VII","IND",0,NA,NA,NA,0,0
"1796","ONG LEA R",2010,75,"CEBU CITY (CAPITAL) 2","REGION VII","INDEPENDENT",0,NA,NA,NA,0,0
"1797","ONG MANOY LESTER",2016,237,"ZAMBOANGA DEL NORTE 1","REGION IX","LP",0,NA,NA,NA,0,0
"1798","ONG SAPPHO G",2010,215,"SORSOGON 2","REGION V","INDEPENDENT",0,NA,NA,"NA; NA; NA",0,0
"1799","ONGCHUAN EDWIN ONG",2016,171,"NORTHERN SAMAR 2","REGION VIII","NUP",1,NA,NA,"https://www.facebook.com/repedwinong; NA",0,0
"1800","OPAY FLORENDO",2019,138,"LANAO DEL NORTE 1","REGION X","IND",0,NA,NA,"https://www.facebook.com/Atty-Florendo-Bob-Opay-for-Congressman-Movement-316509638993001",0,0
"1801","OPENIANO GLENN",2016,46,"CALOOCAN¬†1","NCR¬†-¬†THIRD¬†DISTRICT","IND",0,NA,NA,"NA",0,0
"1802","OPERAÑA MARIO",2016,190,"PANGASINAN 4","REGION I","IND",0,NA,NA,NA,0,0
"1803","OPOC RICARDO",2019,80,"CITY OF MAKATI 2","NCR - FOURTH DISTRICT","IND",0,NA,NA,"NA",0,0
"1804","ORA ALBERTO LEONAR",2013,114,"ILIGAN CITY","X","IND",0,NA,NA,NA,0,0
"1805","ORBE ROMUALDO",2016,46,"CALOOCAN¬†1","NCR¬†-¬†THIRD¬†DISTRICT","IND",0,NA,NA,"NA",0,0
"1806","ORBOS THOMAS",2019,187,"PANGASINAN 1","REGION I","PDP-LABAN",0,NA,NA,"https://www.facebook.com/teamorbos; NA",1,0
"1807","ORDIALES PETE",2019,193,"PASAY","NCR - FOURTH DISTRICT","IND",0,NA,NA,"NA; https://www.facebook.com/peteo2019",1,0
"1808","ORETA TESSIE",2016,150,"MALABON","NCR¬†-¬†THIRD¬†DISTRICT","LP",0,NA,NA,NA,0,0
"1809","ORIG JAMBY",2016,212,"SARANGANI","REGION XII","NPC",0,NA,NA,NA,0,0
"1810","ORO ISAGANI HALLIG",2013,202,"QUEZON CITY 5","NCR - SECOND DISTRICT","AKSYON DEMOKRATIKO",0,NA,NA,"NA; NA; NA; NA",0,0
"1811","OROLA JUAN JR N",2010,14,"BACOLOD CITY (CAPITAL)","REGION VI","INDEPENDENT",0,NA,"125317095","NA; NA",0,1
"1812","ORROS JUSTO III",2016,132,"LA UNION 1","REGION I","IND",0,NA,NA,"https://www.facebook.com/jay.orros.3",0,0
"1813","ORTEGA MANUEL VICTOR JR",2016,132,"LA UNION 1","REGION I","IND",0,NA,NA,"https://www.facebook.com/Manuel-Mannix-R-Ortega-Jr-448935158624754; https://www.facebook.com/mannixortega23",1,0
"1814","ORTEGA PABLO",2016,132,"LA UNION 1","REGION I","LP",1,NA,NA,"NA; https://www.facebook.com/letsgopablo",1,0
"1815","ORTEGA PABLO",2019,132,"LA UNION 1","REGION I","NPC",1,NA,NA,"NA; https://www.facebook.com/letsgopablo",1,0
"1816","ORTEGA VICTOR FRANCISCO C",2010,132,"LA UNION 1","REGION I","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,NA,0,0
"1817","ORTEGA VICTOR FRANCISCO CAMPOS",2013,132,"LA UNION 1","I","LAKAS-CHRISTIAN MUSLIM DEMOCRATS",1,NA,NA,NA,0,0
"1818","OSMEÑA ISABELO SR M",2010,74,"CEBU CITY (CAPITAL) 1","REGION VII","INDEPENDENT",0,NA,"1197326185950146304","NA",0,0
"1819","OSMEÑA JOHN HENRY",2019,69,"CEBU 3","REGION VII","IND",0,NA,"142157224; 805602721080315904; 2388142044","NA; NA; NA",0,1
"1820","OSMEÑA TOMAS D",2010,75,"CEBU CITY (CAPITAL) 2","REGION VII","PARTIDO LIBERAL NG PILIPINAS",1,NA,"100592039; 508573452","https://www.facebook.com/tommyrosmena; NA; https://www.facebook.com/tommy.osmena; NA",1,0
"1821","OSNAN RONIE",2016,108,"DAVAO ORIENTAL 1","REGION XI","IND",0,NA,NA,"NA; NA; NA",0,0
"1822","OSORIO TEODY",2016,69,"CEBU 3","REGION VII","IND",0,NA,NA,NA,0,0
"1823","OTARA CALAWANAN",2016,140,"LANAO DEL SUR 1","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","IND",0,NA,NA,NA,0,0
"1824","OUANO DIZON LOLYPOP",2019,72,"CEBU 6","REGION VII","PDP-LABAN",1,NA,"2959822872; 1331068728499310592","NA; https://www.facebook.com/LolypopSaMasa",0,1
"1825","OYAO REMEGIO BONGHANOY",2013,142,"LAPU-LAPU CITY (OPON)","VII","IND",0,NA,NA,"NA; https://www.facebook.com/RemegioBoOyaoForCongressmanMovement",0,0
"1826","PACALSO CRESCENCIO CARIÑO",2013,26,"BENGUET","CAR","NUP",0,NA,"771183938026901504","NA; https://www.facebook.com/pacalsoforgovernor; https://www.facebook.com/Crescencio-C-Pacalso-594595297385177",1,0
"1827","PACIFICADOR ARTURO F",2010,11,"ANTIQUE","REGION VI","KILUSANG BAGONG LIPUNAN",0,NA,NA,"NA; https://www.facebook.com/Arturo-Turing-Pacificador-102081109829107",0,0
"1828","PACQUIAO EMMANUEL D",2010,212,"SARANGANI","REGION XII","PEOPLES CHAMP MOVEMENT",1,NA,"254098644","https://www.facebook.com/MannyPacquiao",1,1
"1829","PACQUIAO EMMANUEL D",2013,212,"SARANGANI","XII","UNA/PCM",1,NA,"254098644","https://www.facebook.com/MannyPacquiao",1,1
"1830","PACQUIAO ROGELIO DAPIDRAN",2013,216,"SOUTH COTABATO 1","XII","UNA",0,NA,NA,"NA; https://www.facebook.com/officialruelpacquiao",1,0
"1831","PACQUIAO RUEL",2016,212,"SARANGANI","REGION XII","PCM",1,NA,NA,"NA; https://www.facebook.com/officialruelpacquiao",0,0
"1832","PACQUIAO RUEL",2019,212,"SARANGANI","REGION XII","PDP-LABAN",1,NA,NA,"NA; https://www.facebook.com/officialruelpacquiao",0,0
"1833","PADATE ABOL ALAM",2019,141,"LANAO DEL SUR 2","AUTONOMOUS REGION IN MUSLIM MINDANAO","PFP",0,NA,NA,"NA; https://www.facebook.com/AssyPadate",1,0
"1834","PADAY OS ALBERT",2019,159,"MOUNTAIN PROVINCE","CORDILLERA ADM. REGION","IND",0,NA,NA,NA,0,0
"1835","PADEL AILEEN",2019,62,"CAVITE 4","REGION IV-A","PDDS",0,NA,NA,"NA",0,0
"1836","PADEL FEBIDAL L",2010,111,"EASTERN SAMAR","REGION VIII","PHILIPPINE GRREN REPUBLICAN PARTY",0,NA,NA,"NA; NA; NA",0,0
"1837","PADEL FEBIDAL LARIOQUE",2013,111,"EASTERN SAMAR","VIII","IND",0,NA,NA,"NA; NA; NA",0,0
"1838","PADER RONALDO B",2010,96,"NORTH COTABATO 1","REGION XII","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"1839","PADILLA CARLOS M",2010,176,"NUEVA VIZCAYA","REGION II","PARTIDO NACIONALISTA",1,NA,"1136115877965733760","https://www.facebook.com/govCaloyNuevaVizcaya",1,1
"1840","PADILLA CARLOS M",2013,176,"NUEVA VIZCAYA","II","PARTIDO NACIONALISTA",1,NA,"1136115877965733760","https://www.facebook.com/govCaloyNuevaVizcaya",1,1
"1841","PADILLA ROMMEL",2019,172,"NUEVA ECIJA 1","REGION III","IND",0,NA,NA,"https://www.facebook.com/rommel.padilla.58958; https://www.facebook.com/RommelPadillaOfficial",1,0
"1842","PADILLA RUTH",2016,176,"NUEVA VIZCAYA","REGION II","NP",0,NA,NA,"https://www.facebook.com/ruthpadillaNuevaVizcaya",1,0
"1843","PADILLA RUTH",2019,176,"NUEVA VIZCAYA","REGION II","NP",0,NA,NA,"https://www.facebook.com/ruthpadillaNuevaVizcaya",1,0
"1844","PAGAL AYING",2016,97,"COTABATO (NORTH COT.) 2","REGION XII","IND",0,NA,NA,"NA; https://www.facebook.com/BMAYING; NA",0,0
