"","can_name_clean","yr","sub","cst_n","cst","pty_n","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"1482","YEOW CHAI THIAM",2008,"NEGERI SEMBILAN","DISTRICT 130 (RASAH)",130,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,NA,0,0
"1483","MOHD RASHID BIN ARSHAD",2008,"NEGERI SEMBILAN","DISTRICT 132 (TELOK KEMANG)",132,"INDIVIDUAL",0,"none",NA,NA,0,0
"1484","SOTHINATHAN SINNA GOUNDER",2008,"NEGERI SEMBILAN","DISTRICT 132 (TELOK KEMANG)",132,"NATIONAL FRONT-MALAYSIAN INDIAN CONGRESS",0,"none",NA,NA,0,0
"1485","ABDUL RAZAKEK BIN ABDUL RAHIM",2008,"NEGERI SEMBILAN","DISTRICT 133 (TAMPIN)",133,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1486","AB GHANI BIN AB RAHMAN",2008,"MELAKA","DISTRICT 134 (MASJID TANAH)",134,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1487","TAN LAY SIANG",2008,"MELAKA","DISTRICT 135 (ALOR GAJAH)",135,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",0,"none",NA,NA,0,0
"1488","ZAINON BTE JAAFAR",2008,"MELAKA","DISTRICT 136 (TANGGA BATU)",136,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1489","ZULKAPLY BIN SALLEH",2008,"JOHOR","DISTRICT 141 (SEKIJANG)",141,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1490","TEO ENG CHING",2008,"JOHOR","DISTRICT 142 (LABIS)",142,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",0,"none",NA,NA,0,0
"1491","LAU TEK HAI",2008,"JOHOR","DISTRICT 144 (LEDANG)",144,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1492","TAY PUAY CHUAN",2008,"JOHOR","DISTRICT 145 (BAKRI)",145,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,NA,0,0
"1493","FAISAL BIN ALI",2008,"JOHOR","DISTRICT 147 (PARIT SULONG)",147,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1494","HUSSIN BIN SUJAK",2008,"JOHOR","DISTRICT 148 (AYER HITAM)",148,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1495","ALI BIN MARKOM",2008,"JOHOR","DISTRICT 149 (SRI GADING)",149,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1496","MOHAMAD AZIZ",2008,"JOHOR","DISTRICT 149 (SRI GADING)",149,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1497","MUHAMMAD BIN ABDULLAH",2008,"JOHOR","DISTRICT 150 (BATU PAHAT)",150,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1498","ATAN BIN GOMBANG",2008,"JOHOR","DISTRICT 151 (SIMPANG RENGGAM)",151,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1499","LEE SANG",2008,"JOHOR","DISTRICT 153 (SEMBRONG)",153,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1500","SHAHAR BIN ABDULLAH",2008,"JOHOR","DISTRICT 154 (MERSING)",154,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1501","SALLEH BIN FARMIN",2008,"JOHOR","DISTRICT 155 (TENGGARA)",155,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1502","LING BAN SAN  TENG BOON SOON",2008,"JOHOR","DISTRICT 158 (TEBRAU)",158,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",1,"Deputy Minister for Unity, Culture, Arts and Heritage",NA,NA,0,0
"1503","ROSLANI BIN SHARIF",2008,"JOHOR","DISTRICT 158 (TEBRAU)",158,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1504","MD RIZAN BIN MOHD SAMAN",2008,"JOHOR","DISTRICT 159 (PASIR GUDANG)",159,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1505","TAN AH ENG",2008,"JOHOR","DISTRICT 162 (GELANG PATAH)",162,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",1,"none",NA,NA,0,0
"1506","ONG KA TING",2008,"JOHOR","DISTRICT 163 (KULAI)",163,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",1,"none",NA,NA,0,0
"1507","MOHD ANNUAR BIN MOHD SALLEH",2008,"JOHOR","DISTRICT 164 (PONTIAN)",164,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1508","AHMAD BIN TON",2008,"JOHOR","DISTRICT 165 (TANJONG PIAI)",165,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",0,"none",NA,NA,0,0
"1509","MATUSIN BIN ABDUL RAHMAN",2008,"F.T. LABUAN (W.P. LABUAN)","DISTRICT 166 (LABUAN)",166,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1510","YUSOFF MAHAL",2008,"F.T. LABUAN (W.P. LABUAN)","DISTRICT 166 (LABUAN)",166,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1511","YAHYA BIN OTHMAN",2008,"SABAH","DISTRICT 167 (KUDAT)",167,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1512","ROSLAN BIN MOHD ZAIN",2008,"SABAH","DISTRICT 168 (KOTA MARUDU)",168,"INDIVIDUAL",0,"none",NA,NA,0,0
"1513","ANSARI BIN ABDULLAH",2008,"SABAH","DISTRICT 170 (TUARAN)",170,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1514","NAZIN BIN GAGAH",2008,"SABAH","DISTRICT 170 (TUARAN)",170,"INDIVIDUAL",0,"none",NA,NA,0,0
"1515","ENCHIN BIN MAJIMBUN  ERIC",2008,"SABAH","DISTRICT 171 (SEPANGGAR)",171,"NATIONAL FRONT - SABAH PROGRESSIVE PARTY",1,"none",NA,NA,0,0
"1516","EWOL BIN MUJI",2008,"SABAH","DISTRICT 171 (SEPANGGAR)",171,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",0,"none",NA,NA,0,0
"1517","MOHD IBRAHIM BIN ABDULLAH",2008,"SABAH","DISTRICT 171 (SEPANGGAR)",171,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1518","MAKIN MARCUS MOJIGOH",2008,"SABAH","DISTRICT 173 (PUTATAN)",173,"NATIONAL FRONT - SABAH PROGRESSIVE PARTY",1,"none",NA,NA,0,0
"1519","BERNARD GILUK DOMPOK",2008,"SABAH","DISTRICT 174 (PENAMPANG)",174,"NATIONAL FRONT - UPKO",1,"Minister in the Prime Minister's Department; Minister of Plantation Industries and Commodities",NA,NA,0,0
"1520","LEVIRED MISIH  WILLYBROAD MISSI",2008,"SABAH","DISTRICT 174 (PENAMPANG)",174,"INDIVIDUAL",0,"none",NA,NA,0,0
"1521","MOHD HASHIM BIN YUSSUP",2008,"SABAH","DISTRICT 175 (PAPAR)",175,"INDIVIDUAL",0,"none",NA,NA,0,0
"1522","WAHAP BIN IDRIS",2008,"SABAH","DISTRICT 175 (PAPAR)",175,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1523","JAAFAR BIN ISMAIL",2008,"SABAH","DISTRICT 176 (KIMANIS)",176,"INDIVIDUAL",0,"none",NA,NA,0,0
"1524","LAJIM BIN MD YUSOF",2008,"SABAH","DISTRICT 177 (BEAUFORT)",177,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1525","ABDUL KARIM BIN TASSIM",2008,"SABAH","DISTRICT 178 (SIPITANG)",178,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1526","DATUK SAPAWI BIN AMAT WASALI  AHMAD",2008,"SABAH","DISTRICT 178 (SIPITANG)",178,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none",NA,NA,0,0
"1527","ADRIS BIN TARIPIN",2008,"SABAH","DISTRICT 181 (TENOM)",181,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1528","JOH BIN JIMMY  RICHARD JOE JIMMY",2008,"SABAH","DISTRICT 181 (TENOM)",181,"INDIVIDUAL",0,"none",NA,NA,0,0
"1529","SYLVESTER BIN DAWAT",2008,"SABAH","DISTRICT 181 (TENOM)",181,"SABAH PEOPLE'S UNITED FRONT",0,"none",NA,NA,0,0
"1530","NORDIN BIN KANING",2008,"SABAH","DISTRICT 183 (BELURAN)",183,"INDIVIDUAL",0,"none",NA,NA,0,0
"1531","CHONG KET WAH  CHONG KET FAH",2008,"SABAH","DISTRICT 185 (BATU SAPI)",185,"NATIONAL FRONT-UNITED SABAH PARTY",1,"none",NA,NA,0,0
"1532","CHUNG KWONG WING",2008,"SABAH","DISTRICT 185 (BATU SAPI)",185,"INDIVIDUAL",0,"none",NA,NA,0,0
"1533","CHONG CHUI LIN  SHANTY",2008,"SABAH","DISTRICT 186 (SANDAKAN)",186,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",0,"none",NA,NA,0,0
"1534","FONG VUN FUI",2008,"SABAH","DISTRICT 186 (SANDAKAN)",186,"INDIVIDUAL",0,"none",NA,NA,0,0
"1535","AHMAD BIN ABDUL",2008,"SABAH","DISTRICT 187 (KINABATANGAN)",187,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1536","HASHBULLAH BIN IMAM OHANG",2008,"SABAH","DISTRICT 188 (SILAM)",188,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1537","AB AZIS BIN AB HAMID",2008,"SABAH","DISTRICT 189 (SEMPORNA)",189,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1538","BIRHAN BIN RUSLAN",2008,"SABAH","DISTRICT 190 (TAWAU)",190,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1539","ABDUL GHAPUR SALLEH",2008,"SABAH","DISTRICT 191 (KALABAKAN)",191,"NATIONAL FRONT",1,"none",NA,NA,0,0
"1540","APIN ANAK BAENG",2008,"SARAWAK","DISTRICT 192 (MAS GADING)",192,"INDIVIDUAL",0,"none",NA,NA,0,0
"1541","RAHAMAT IDIL BIN LATIP",2008,"SARAWAK","DISTRICT 193 (SANTUBONG)",193,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1542","ALAN SIM YAW YEN",2008,"SARAWAK","DISTRICT 195 (BANDAR KUCHING)",195,"NATIONAL FRONT - SARAWAK UNITED PEOPLES' PARTY",0,"none",NA,NA,0,0
"1543","YONG KHOON HIANG  YONG KHOON SENG",2008,"SARAWAK","DISTRICT 196 (STAMPIN)",196,"NATIONAL FRONT - SARAWAK UNITED PEOPLES' PARTY",1,"Deputy Minister of Works",NA,NA,0,0
"1544","AWG BAKAR BIN AWG DAUD",2008,"SARAWAK","DISTRICT 197 (KOTA SAMARAHAN)",197,"INDIVIDUAL",0,"none",NA,NA,0,0
"1545","HUSSAIN BIN ABANG APOK",2008,"SARAWAK","DISTRICT 197 (KOTA SAMARAHAN)",197,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1546","SULAIMAN ABDUL RAHMAN ABDUL TAIB",2008,"SARAWAK","DISTRICT 197 (KOTA SAMARAHAN)",197,"NATIONAL FRONT - UNITED TRADITIONAL BUMIPUTERA PARTY",1,"Deputy Minister of Tourism",NA,NA,0,0
"1547","JAMES DAWOS MAMIT",2008,"SARAWAK","DISTRICT 198 (MAMBONG)",198,"NATIONAL FRONT - UNITED TRADITIONAL BUMIPUTERA PARTY",1,"Deputy Minister of Tourism",NA,NA,0,0
"1548","MAJEN ANAK PANYOG",2008,"SARAWAK","DISTRICT 198 (MAMBONG)",198,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1549","BELAYONG ANAK JAYANG",2008,"SARAWAK","DISTRICT 199 (SERIAN)",199,"SARAWAK NATIONAL PARTY",0,"none",NA,NA,0,0
"1550","PIEE BIN LING",2008,"SARAWAK","DISTRICT 200 (BATANG SADONG)",200,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1551","ABANG EDDY ALLYANNI BIN ABANG FAUZI",2008,"SARAWAK","DISTRICT 201 (BATANG LUPAR)",201,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,NA,0,0
"1552","ALI BIN SEMSU",2008,"SARAWAK","DISTRICT 201 (BATANG LUPAR)",201,"INDIVIDUAL",0,"none",NA,NA,0,0
"1553","NICHOLAS BAWIN ANAK ANGGAT",2008,"SARAWAK","DISTRICT 203 (LUBOK ANTU)",203,"INDIVIDUAL",0,"none",NA,NA,0,0
"1554","EDMUND STANLEY JUGOL ANAK BENEDICT SANDIN",2008,"SARAWAK","DISTRICT 204 (BETONG)",204,"SARAWAK NATIONAL PARTY",0,"none",NA,NA,0,0
"1555","JELAING MERSAT",2008,"SARAWAK","DISTRICT 205 (SARATOK)",205,"NATIONAL FRONT - SARAWAK PROGRESSIVE DEMOCRATIC PARTY",1,"Deputy Minister of Domestic Trade and Consumer Affairs; Deputy Minister of Home Affairs; Deputy Minister of Transport",NA,NA,0,0
"1556","MOHD YAHYA BIN ABDULLAH",2008,"SARAWAK","DISTRICT 205 (SARATOK)",205,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1557","NGU TIENG HAI",2008,"SARAWAK","DISTRICT 208 (SARIKEI)",208,"INDIVIDUAL",0,"none",NA,NA,0,0
"1558","JOSEPH SALANG ANAK GANDUM",2008,"SARAWAK","DISTRICT 209 (JULAU)",209,"NATIONAL FRONT - SARAWAK NATIVE PEOPLE'S PARTY",1,"Deputy Minister of Energy, Water and Communications; Deputy Minister of Information, Communication and Culture",NA,NA,0,0
"1559","AARON AGO DAGANG",2008,"SARAWAK","DISTRICT 210 (KANOWIT)",210,"NATIONAL FRONT",1,"none",NA,NA,0,0
"1560","LIM CHIN CHUANG",2008,"SARAWAK","DISTRICT 212 (SIBU)",212,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1561","ROBERT LAU HOI CHEW",2008,"SARAWAK","DISTRICT 212 (SIBU)",212,"NATIONAL FRONT - SARAWAK UNITED PEOPLES' PARTY",1,"Deputy Minister of Housing and Local Government; Deputy Minister of Transport",NA,NA,0,0
"1562","ABIT JOO",2008,"SARAWAK","DISTRICT 216 (HULU RAJANG)",216,"NATIONAL FRONT - SARAWAK NATIVE PEOPLE'S PARTY",1,"none",NA,NA,0,0
"1563","AHMAD LAI BIN BUJANG",2008,"SARAWAK","DISTRICT 218 (SIBUTI)",218,"NATIONAL FRONT - UNITED TRADITIONAL BUMIPUTERA PARTY",1,"none",NA,NA,0,0
"1564","KEBING WAN",2008,"SARAWAK","DISTRICT 220 (BARAM)",220,"INDIVIDUAL",0,"none",NA,NA,0,0
"1565","LAU LIAK KOI",2008,"SARAWAK","DISTRICT 221 (LIMBANG)",221,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none",NA,NA,0,0
"1566","AHMAD BIN ABDULLAH",2013,"KEDAH","DISTRICT 004 (LANGKAWI)",4,"PARTI KEADILAN RAKYAT",0,"none",NA,NA,0,0
"1567","MARINA BINTI HUSSEIN",2013,"KEDAH","DISTRICT 004 (LANGKAWI)",4,"INDEPENDENT",0,"none",NA,NA,0,0
"1568","MOHD JAMAL BIN NASIR",2013,"KEDAH","DISTRICT 006 (KUBANG PASU)",6,"PARTI ISLAM SE MALAYSIA",0,"none",NA,NA,0,0
"1569","MUHAMAD BAZLI BIN ABDULLAH",2013,"KEDAH","DISTRICT 007 (PADANG TERAP)",7,"INDEPENDENT",0,"none",NA,NA,0,0
"1570","JAWAHAR RAJA BIN ABDUL WAHID",2013,"KEDAH","DISTRICT 009 (ALOR STAR)",9,"PARTI BERSATU SASA MALAYSIA",0,"none",NA,NA,0,0
"1571","MOHD FIRDAUS BIN JAAFAR",2013,"KEDAH","DISTRICT 012 (JERAI)",12,"PARTI ISLAM SE MALAYSIA",0,"none",NA,NA,0,0
"1572","CHE UDA BIN CHE NIK",2013,"KEDAH","DISTRICT 013 (SIK)",13,"PARTI ISLAM SE MALAYSIA",0,"none",NA,NA,0,0
"1573","ONG WEI SIN",2013,"KEDAH","DISTRICT 015 (SUNGAI PETANI)",15,"INDEPENDENT",0,"none",NA,NA,0,0
"1574","SUHAIMI BIN HASHIM",2013,"KEDAH","DISTRICT 015 (SUNGAI PETANI)",15,"PARTI KESEJAHTERAAN INSAN TANAH AIR",0,"none",NA,NA,0,0
"1575","SYAMSYUL ANUAR BIN CHE MEY  ISMAIL",2013,"KEDAH","DISTRICT 015 (SUNGAI PETANI)",15,"BARISAN NASIONAL",0,"none",NA,NA,0,0
"1576","MANSOR BIN SALLEH",2013,"KELANTAN","DISTRICT 019 (TUMPAT)",19,"BARISAN NASIONAL",0,"none",NA,NA,0,0
"1577","GHAZALI BIN ISMAIL",2013,"KELANTAN","DISTRICT 023 (RANTAU PANJANG)",23,"BARISAN NASIONAL",0,"none",NA,NA,0,0
"1578","AB AZIZ BIN AB KADIR",2013,"KELANTAN","DISTRICT 026 (KETEREH)",26,"PARTI KEADILAN RAKYAT",0,"none",NA,NA,0,0
"1579","AHMAD FIZAL BIN CHE HARUN",2013,"KELANTAN","DISTRICT 027 (TANAH MERAH)",27,"INDEPENDENT",0,"none",NA,NA,0,0
"1580","TUAN MUSTAFFA BIN TUAN MAT",2013,"KELANTAN","DISTRICT 028 (PASIR PUTEH)",28,"BARISAN NASIONAL",0,"none",NA,NA,0,0
"1581","WAN ABD RAHIM BIN WAN ABDULLAH",2013,"KELANTAN","DISTRICT 032 (GUA MUSANG)",32,"PARTI ISLAM SE MALAYSIA",0,"none",NA,NA,0,0
"1582","OMAR BIN SIDEK",2013,"TERENGGANU","DISTRICT 034 (SETIU)",34,"PARTI ISLAM SE MALAYSIA",0,"none",NA,NA,0,0
"1583","MAIMUN BINTI YUSUF",2013,"TERENGGANU","DISTRICT 036 (KUALA TERENGGANU)",36,"INDEPENDENT",0,"none",NA,NA,0,0
"1584","MAZLAN BIN HARUN",2013,"TERENGGANU","DISTRICT 039 (DUNGUN)",39,"INDEPENDENT",0,"none",NA,NA,0,0
"1585","KAMARUDIN BIN CHIK",2013,"TERENGGANU","DISTRICT 040 (KEMAMAN)",40,"PARTI KEADILAN RAKYAT",0,"none",NA,NA,0,0
"1586","LIM KIM CHU",2013,"PULAU PINANG","DISTRICT 043 (BAGAN)",43,"PARTI CINTA MALAYSIA",0,"none",NA,NA,0,0
"1587","ABDULLAH ZAWAWI BIN SAMSUDIN",2013,"PULAU PINANG","DISTRICT 044 (PERMATANG PAUH)",44,"INDEPENDENT",0,"none",NA,NA,0,0
"1588","GUI GUAT LYE",2013,"PULAU PINANG","DISTRICT 045 (BUKIT MERTAJAM)",45,"BARISAN NASIONAL",0,"none",NA,NA,0,0
"1589","GOBALAKRISHNAN A L NARAYANASAMY",2013,"PULAU PINANG","DISTRICT 046 (BATU KAWAN)",46,"BARISAN NASIONAL",0,"none",NA,NA,0,0
"1590","MOHAN A L APPAROO",2013,"PULAU PINANG","DISTRICT 046 (BATU KAWAN)",46,"INDEPENDENT",0,"none",NA,NA,0,0
"1591","TENG KOK PHENG",2013,"PULAU PINANG","DISTRICT 047 (NIBONG TEBAL)",47,"INDEPENDENT",0,"none",NA,NA,0,0
"1592","KARPAL SINGH A L RAM SINGH",2013,"PULAU PINANG","DISTRICT 051 (BUKIT GELUGOR)",51,"PARTI TINDAKAN DEMOKRATIK",1,"none",NA,NA,0,0
"1593","MOHD FAUZI BIN SA ARI",2013,"PERAK","DISTRICT 056 (LARUT)",56,"PARTI ISLAM SE MALAYSIA",0,"none",NA,NA,0,0
"1594","ABDUL LATIF BIN MASUD",2013,"PERAK","DISTRICT 058 (BAGAN SERAI)",58,"INDEPENDENT",0,"none",NA,NA,0,0
"1595","MOHAMED NAZRI BIN ABDUL AZIZ",2013,"PERAK","DISTRICT 061 (PADANG RENGAS)",61,"BARISAN NASIONAL",1,"Minister of Tourism and Culture",NA,NA,0,0
"1596","NAGALINGAM A L SINGARAVELLOO",2013,"PERAK","DISTRICT 062 (SUNGAI SIPUT)",62,"INDEPENDENT",0,"none",NA,NA,0,0
"1597","KATHLEEN WONG MEI YIN",2013,"PERAK","DISTRICT 064 (IPOH TIMOR)",64,"BARISAN NASIONAL",0,"none",NA,NA,0,0
"1598","KALWANT SINGH A L SUJAN SINGH",2013,"PERAK","DISTRICT 065 (IPOH BARAT)",65,"INDEPENDENT",0,"none",NA,NA,0,0
"1599","VASANTHA KUMAR A L KRISHNAN",2013,"PERAK","DISTRICT 072 (TAPAH)",72,"PARTI KEADILAN RAKYAT",0,"none",NA,NA,0,0
"1600","MORALINGAM A L KANNAN",2013,"PERAK","DISTRICT 076 (TELOK INTAN)",76,"INDEPENDENT",0,"none",NA,NA,0,0
"1601","ALAGU A L THANGARAJOO",2013,"PAHANG","DISTRICT 078 (CAMERON HIGHLANDS)",78,"INDEPENDENT",0,"none",NA,NA,0,0
"1602","KISHO KUMAR A L KATHIRVELOO",2013,"PAHANG","DISTRICT 078 (CAMERON HIGHLANDS)",78,"INDEPENDENT",0,"none",NA,NA,0,0
"1603","AISHATON BINTI ABU BAKAR",2013,"PAHANG","DISTRICT 079 (LIPIS)",79,"INDEPENDENT",0,"none",NA,NA,0,0
"1604","PONUSAMY A L GOVINDASAMY",2013,"PAHANG","DISTRICT 082 (INDERA MAHKOTA)",82,"INDEPENDENT",0,"none",NA,NA,0,0
"1605","ABDUL MANAN BIN ISMAIL",2013,"PAHANG","DISTRICT 084 (PAYA BESAR)",84,"BARISAN NASIONAL",1,"none",NA,NA,0,0
"1606","ZAHARI BIN MAMAT",2013,"PAHANG","DISTRICT 084 (PAYA BESAR)",84,"INDEPENDENT",0,"none",NA,NA,0,0
"1607","MOHD WALI BIN ALANG AHAMAD",2013,"PAHANG","DISTRICT 090 (BERA)",90,"INDEPENDENT",0,"none",NA,NA,0,0
"1608","JAMALUDIN BIN JARJIS",2013,"PAHANG","DISTRICT 091 (ROMPIN)",91,"BARISAN NASIONAL",1,"none",NA,NA,0,0
"1609","MASRUN BIN TAMSI",2013,"SELANGOR","DISTRICT 095 (TANJONG KARANG)",95,"INDEPENDENT",0,"none",NA,NA,0,0
"1610","MOHAMAD RASHDI BIN DERAMAN",2013,"SELANGOR","DISTRICT 095 (TANJONG KARANG)",95,"PARTI ISLAM SE MALAYSIA",0,"none",NA,NA,0,0
"1611","RAMAN BIN ISMAIL",2013,"SELANGOR","DISTRICT 098 (GOMBAK)",98,"BARISAN NASIONAL",0,"none",NA,NA,0,0
"1612","SAID NAZAR BIN ABU BAKER",2013,"SELANGOR","DISTRICT 098 (GOMBAK)",98,"INDEPENDENT",0,"none",NA,NA,0,0
"1613","TAN YEW LENG",2013,"SELANGOR","DISTRICT 100 (PANDAN)",100,"INDEPENDENT",0,"none",NA,NA,0,0
"1614","NAZARUDDIN BIN MOHAMED FERDOOS",2013,"SELANGOR","DISTRICT 107 (SUBANG)",107,"INDEPENDENT",0,"none",NA,NA,0,0
"1615","MOHD NAZRI BIN ABDUL AZIZ",2013,"SELANGOR","DISTRICT 109 (KAPAR)",109,"INDEPENDENT",0,"none",NA,NA,0,0
"1616","MOHD PATHAN BIN HUSSIN",2013,"SELANGOR","DISTRICT 109 (KAPAR)",109,"BARISAN JEMAAH ISLAMIAH SE MALAYSIA",0,"none",NA,NA,0,0
"1617","AZMAN BIN IDRUS",2013,"SELANGOR","DISTRICT 111 (KOTA RAJA)",111,"INDEPENDENT",0,"none",NA,NA,0,0
"1618","ABDULLAH SANI BIN ABDUL HAMID",2013,"SELANGOR","DISTRICT 112 (KUALA LANGAT)",112,"PARTI KEADILAN RAKYAT",1,"none",NA,NA,0,0
"1619","KOTTAPPAN A L SUPPAIAH",2013,"SELANGOR","DISTRICT 112 (KUALA LANGAT)",112,"INDEPENDENT",0,"none",NA,NA,0,0
"1620","ATAN BIN JASIN",2013,"W.P. KUALA LUMPUR","DISTRICT 115 (BATU)",115,"INDEPENDENT",0,"none",NA,NA,0,0
"1621","HASHIM BIN ABDUL KARIM",2013,"W.P. KUALA LUMPUR","DISTRICT 115 (BATU)",115,"BARISAN JEMAAH ISLAMIAH SE MALAYSIA",0,"none",NA,NA,0,0
"1622","MOKHTAR BIN SALAHUDIN",2013,"W.P. KUALA LUMPUR","DISTRICT 124 (BANDAR TUN RAZAK)",124,"INDEPENDENT",0,"none",NA,NA,0,0
"1623","YEOW CHAI THIAM",2013,"NEGERI SEMBILAN","DISTRICT 128 (SEREMBAN)",128,"BARISAN NASIONAL",0,"none",NA,NA,0,0
"1624","ABDUL AZIZ BIN HASSAN",2013,"NEGERI SEMBILAN","DISTRICT 131 (REMBAU)",131,"INDEPENDENT",0,"none",NA,NA,0,0
